19910101	48
19910102	101
19910103	80
19910104	58
19910105	54
19910106	63
19910107	68
19910108	72
19910109	76
19910110	98
19910111	71
19910112	33
19910113	18
19910114	-1
19910115	2
19910116	-13
19910117	2
19910118	-1
19910119	11
19910120	15
19910121	53
19910122	35
19910123	4
19910124	1
19910125	3
19910126	25
19910127	35
19910128	22
19910129	-20
19910130	-6
19910131	-18
19910201	-42
19910202	-44
19910203	-67
19910204	-50
19910205	-9
19910206	-85
19910207	-81
19910208	-73
19910209	-73
19910210	-50
19910211	-33
19910212	-34
19910213	-29
19910214	-26
19910215	7
19910216	13
19910217	1
19910218	13
19910219	-13
19910220	4
19910221	26
19910222	56
19910223	100
19910224	92
19910225	74
19910226	63
19910227	25
19910228	23
19910301	41
19910302	44
19910303	63
19910304	64
19910305	93
19910306	115
19910307	131
19910308	120
19910309	101
19910310	117
19910311	111
19910312	108
19910313	98
19910314	110
19910315	93
19910316	119
19910317	101
19910318	87
19910319	107
19910320	119
19910321	99
19910322	64
19910323	51
19910324	67
19910325	68
19910326	70
19910327	81
19910328	72
19910329	58
19910330	54
19910331	89
19910401	101
19910402	104
19910403	96
19910404	79
19910405	83
19910406	94
19910407	94
19910408	97
19910409	94
19910410	118
19910411	150
19910412	149
19910413	148
19910414	134
19910415	129
19910416	66
19910417	52
19910418	35
19910419	40
19910420	25
19910421	41
19910422	56
19910423	49
19910424	60
19910425	78
19910426	87
19910427	81
19910428	67
19910429	71
19910430	81
19910501	78
19910502	77
19910503	68
19910504	76
19910505	77
19910506	82
19910507	95
19910508	100
19910509	96
19910510	100
19910511	102
19910512	107
19910513	120
19910514	100
19910515	76
19910516	75
19910517	77
19910518	78
19910519	108
19910520	134
19910521	151
19910522	121
19910523	98
19910524	97
19910525	111
19910526	113
19910527	109
19910528	103
19910529	121
19910530	139
19910531	113
19910601	100
19910602	100
19910603	84
19910604	80
19910605	97
19910606	118
19910607	135
19910608	123
19910609	142
19910610	139
19910611	137
19910612	139
19910613	131
19910614	137
19910615	119
19910616	112
19910617	113
19910618	118
19910619	110
19910620	120
19910621	143
19910622	157
19910623	152
19910624	154
19910625	166
19910626	154
19910627	128
19910628	126
19910629	133
19910630	149
19910701	161
19910702	205
19910703	223
19910704	226
19910705	241
19910706	229
19910707	234
19910708	210
19910709	162
19910710	188
19910711	245
19910712	184
19910713	172
19910714	170
19910715	157
19910716	164
19910717	169
19910718	149
19910719	166
19910720	170
19910721	171
19910722	172
19910723	209
19910724	170
19910725	157
19910726	167
19910727	172
19910728	209
19910729	229
19910730	234
19910731	178
19910801	180
19910802	188
