
rainfall_mm,soil_permeability_mm_per_hr,impervious_surface_pct,groundwater_level_m,wetland_proximity_km,flood_defense_quality,slope_deg,zoning_regulation_strictness,flooding_probability
3208.8461699458717,11.689310043490543,72.07283866671284,6.951099565400298,37.038637731459445,9.542412525261135,10.41376421057311,0.13781091635603437,0.37617669424615147
2036.0745391321832,33.48345732747031,71.12377614746703,2.056144861787914,49.79032328360422,9.904504619826612,12.630491131344368,0.14553879604314834,0.057372482905931076
3505.0927196898388,38.57621449483785,20.269503108332422,6.0413693222615645,2.0488654378879367,8.33166431499447,29.540981488549043,0.30531869070705286,0.031765534113385736
2940.788101707774,9.165171008395246,3.6655395168237126,16.134127045996166,12.245971733071691,4.438839082910859,2.525822707903588,0.766584569080056,0.22991854365032563
829.6207176067734,3.149055887477883,30.379952180706926,9.869590660382846,29.887037419178224,5.474093780729047,3.3495338124775484,0.41322064117641344,0.04807655508706536
3914.6782307286458,22.539781389765597,15.71363048589508,3.4314555109988265,20.759722666263187,5.033069763386947,13.061110239422234,0.8595668150883249,0.26913071952747175
3163.9889569662355,38.92718021362942,39.578847921569405,6.252647451598761,31.877810327332146,1.556667254399493,5.07730964054244,0.9491531624721643,0.25066305306219383
3251.2250684693386,32.88821194313299,97.93461191526043,19.071625593472127,29.320216656939284,8.544141710253642,20.544904819238962,0.07542014913187245,0.11338943929129189
948.3977143644106,35.39220430031497,18.107137090522095,8.63914976197253,39.39947339497547,6.757909369270462,10.820325969471076,0.7108228749677202,0.015391407380712421
2076.350782634485,20.739127659675052,31.887394342296894,8.831985096121862,3.5451460070372978,6.379356161889506,25.386223936838544,0.08526588675993407,0.08305924105092254
1797.7930848140343,12.512331717400423,72.51143163195724,3.0613920408842654,22.03080349642242,2.203311683364789,22.458316478494627,0.07172816110251268,0.6008658782791949
3743.6774609701065,27.057163320945865,50.91827828619216,6.091086092285696,43.00268948449002,1.5315929876804424,14.12420383795945,0.2757692515537248,0.5353781378139821
2753.527920282326,11.013918993710647,4.392814357338493,16.293722658800927,18.13809526734808,8.730264770345492,25.349381746810156,0.10160255826604869,0.05132769452088724
3379.6656464479047,36.58520615226822,16.169001816132166,15.723979488065265,25.18944026351227,1.7941394862221482,3.0245653494466804,0.6629718247466718,0.1643081363008595
2051.949695895659,10.651356342014374,93.5249554773196,8.709975978860964,1.0789313146816637,0.73718467857253,17.432970137856845,0.7161195639894006,0.5549409508501711
1295.3355262467192,15.271900069002731,10.316499273902846,17.87304524314249,11.208694754214926,6.2560520112968945,18.15398900429439,0.6392642722559219,0.028670891790144728
2441.046754555422,25.820694137827264,63.50927872097058,7.605178341256447,23.18275607911733,7.043432573095241,7.380633414893919,0.5753568677713025,0.18837415598644486
723.3603963646136,24.848786773031254,79.23256488409115,17.28659159643868,19.94840631321718,1.1962241031134202,1.4886397947083618,0.7812391032915333,0.13347743671439016
3396.7091019740374,30.44161944394444,26.54390627249239,0.6313110116940535,35.732743845507144,2.0685940531898472,16.05596887390341,0.7725784091884652,0.48633462009952394
2710.825396927227,22.43478542449593,72.50780031386901,6.9446058045942145,30.593999079577223,7.887637950615392,15.410311486795525,0.8702560242183787,0.09480752040063925
3153.3070902988084,46.05419211699448,16.989517903018026,17.101369560396705,44.014126108224936,9.295851997345205,19.608352780514775,0.693195802933642,0.01889014060673176
1740.8408884545393,42.156770615662225,28.475027483379034,18.026191229486564,42.73853508487006,4.764887170398201,6.387862227811035,0.35587436397066163,0.026462290364828955
3897.4430853821614,44.076559110595284,31.182203088420746,15.12848082440765,12.060992038315476,7.920049728524003,5.389300852692055,0.5246805399571225,0.032776747223257664
3625.923924627692,31.84631199876844,99.64349905642236,13.397316337914013,0.8819364516935491,3.194001178790801,29.337476680670562,0.49060002351708387,0.44400652326514467
3224.3422397581667,32.115387877179515,21.45722952179573,16.310098189245984,42.723538485188115,7.032339407340112,3.410654858537251,0.10786685564271514,0.060482256591091244
1181.2354774818864,30.850735502081484,12.920746463358501,14.151163764442586,16.456043205251646,5.572204594214688,29.98225758063937,0.8117430929517397,0.009802386926639782
2133.52351304462,22.309323566651354,92.56914374814103,5.084419089303567,17.35548546203,8.432109135784925,21.599303224572612,0.9128538558292874,0.13586501935741177
653.3131802553007,16.78319405229587,16.193069382035276,9.32473801389728,7.919739909923706,7.759010958512354,18.87966714930791,0.9844088907381552,0.018022716999918354
1040.0132222364173,30.008141484994646,87.92799196294054,13.21409995772319,34.65036330736164,2.841358817857537,10.19350486457932,0.24796766019083327,0.0722089860377497
